filename,width,height,class,xmin,ymin,xmax,ymax
as_086.jpg,260,194,asian_female,148,34,216,144
as_087.jpg,300,168,asian_female,132,1,193,72
as_088.jpg,183,275,asian_female,66,49,124,135
as_089.jpg,301,167,asian_female,143,1,287,154
as_090.jpg,236,213,asian_female,65,1,159,102
as_091.jpg,183,275,asian_female,30,20,124,148
as_092.jpg,259,194,asian_female,104,3,196,102
as_094.jpg,225,225,asian_female,75,17,128,86
as_095.jpg,253,199,asian_female,73,1,198,138
as_096.jpg,275,183,asian_female,101,1,174,77
as_097.jpg,225,225,asian_female,38,10,161,157
as_098.jpg,183,275,asian_female,78,70,136,127
as_101.jpg,300,168,asian_female,26,4,119,84
as_102.jpg,177,285,asian_female,54,19,135,117
as_104.jpg,303,167,asian_female,159,1,256,115
as_105.jpg,265,190,asian_female,98,1,164,76
as_106.jpg,275,183,asian_female,124,10,194,101
as_107.jpg,318,159,asian_female,131,1,194,66
as_108.jpg,311,162,asian_female,1,13,78,118
as_111.jpg,275,183,asian_female,120,32,203,124
as_112.jpg,265,190,asian_female,44,1,154,126
as_113.jpg,284,177,asian_female,95,1,168,64
as_115.jpg,199,253,asian_female,62,31,153,168
as_116.jpg,275,183,asian_female,90,36,176,105
as_117.jpg,299,168,asian_female,113,11,199,92
as_119.jpg,269,187,asian_female,52,26,116,100
as_122.jpg,318,159,asian_female,80,9,236,159
as_123.jpg,183,275,asian_female,56,70,160,183
as_124.jpg,266,190,asian_female,148,1,222,90
as_126.jpg,188,268,asian_female,36,2,142,136
as_127.jpg,275,183,asian_female,105,7,200,103
as_130.jpg,190,266,asian_female,38,13,139,138
as_131.jpg,310,163,asian_female,222,22,298,111
as_134.jpg,195,258,asian_female,61,11,136,91
as_135.jpg,215,235,asian_female,97,3,156,64
as_138.jpg,265,190,asian_female,57,2,124,88
as_139.jpg,275,183,asian_female,94,15,230,156
as_141.jpg,275,183,asian_female,89,9,186,119
as_144.jpg,190,266,asian_female,60,22,114,94
as_145.jpg,275,183,asian_female,132,27,204,93
as_146.jpg,208,242,asian_female,38,10,163,165
as_150.jpg,299,168,asian_female,17,1,67,67
as_151.jpg,225,225,asian_female,86,19,137,66
as_152.jpg,194,260,asian_female,36,38,132,177
as_154.jpg,183,275,asian_female,39,30,146,193
as_155.jpg,218,232,asian_female,56,6,156,127
as_156.jpg,303,166,asian_female,168,69,245,166
as_157.jpg,213,237,asian_female,71,12,164,125
as_158.jpg,275,183,asian_female,122,18,196,125
as_160.jpg,225,225,asian_female,147,58,215,160
as_161.jpg,201,251,asian_female,65,2,119,86
as_164.jpg,268,188,asian_female,58,3,243,188
as_167.jpg,183,275,asian_female,67,11,131,94
as_168.jpg,191,264,asian_female,60,13,143,98
as_169.jpg,275,183,asian_female,56,9,133,93
as_171.jpg,300,168,asian_female,127,5,195,100
as_174.jpg,189,267,asian_female,56,24,137,131
as_179.jpg,205,246,asian_female,31,1,172,152
as_180.jpg,216,233,asian_female,24,13,176,214
as_189.jpg,168,299,asian_female,19,1,140,162
as_190.jpg,297,170,asian_female,208,1,290,111
as_192.jpg,205,246,asian_female,68,16,137,103
as_194.jpg,212,238,asian_female,32,20,166,182
as_196.jpg,284,177,asian_female,124,12,191,69
as_197.jpg,183,275,asian_female,49,32,165,203
as_198.jpg,253,199,asian_female,69,1,200,149
as_200.jpg,193,262,asian_female,58,48,139,126
as_201.jpg,275,183,asian_female,73,16,186,136
as_202.jpg,275,183,asian_female,59,11,135,90
as_203.jpg,299,168,asian_female,72,1,227,154
as_204.jpg,286,176,asian_female,120,7,185,71
as_205.jpg,275,183,asian_female,98,21,184,99
as_206.jpg,201,251,asian_female,57,16,143,121
as_207.jpg,262,192,asian_female,159,34,226,109
as_208.jpg,198,255,asian_female,46,8,157,134
as_210.jpg,209,241,asian_female,49,44,142,166
as_214.jpg,225,225,asian_female,60,1,176,133
as_215.jpg,203,248,asian_female,86,1,179,134
as_220.jpg,263,192,asian_female,39,1,157,152
as_226.jpg,222,227,asian_female,41,17,118,95
as_227.jpg,275,183,asian_female,140,6,201,93
as_231.jpg,177,284,asian_female,64,34,104,80
as_235.jpg,177,285,asian_female,16,5,120,100
as_237.jpg,290,174,asian_female,89,1,219,119
as_238.jpg,286,176,asian_female,1,25,136,164
as_240.jpg,225,225,asian_female,15,1,190,175
as_241.jpg,225,225,asian_female,115,14,206,126
as_242.jpg,183,275,asian_female,47,10,133,128
as_243.jpg,218,232,asian_female,55,8,150,113
as_247.jpg,183,275,asian_female,41,19,132,160
as_251.jpg,224,225,asian_female,39,1,141,114
as_252.jpg,263,192,asian_female,79,3,166,126
as_254.jpg,275,183,asian_female,105,23,190,143
as_255.jpg,275,183,asian_female,45,22,142,125
as_257.jpg,275,183,asian_female,98,25,189,117
as_259.jpg,183,275,asian_female,58,17,140,117
as_260.jpg,201,251,asian_female,79,1,149,78
as_262.jpg,201,251,asian_female,43,1,133,111
as_263.jpg,183,275,asian_female,54,32,129,114
as_265.jpg,275,183,asian_female,60,34,107,88
as_268.jpg,183,275,asian_female,35,32,140,148
as_269.jpg,300,168,asian_female,129,1,209,89
as_271.jpg,224,225,asian_female,44,1,200,189
as_273.jpg,201,251,asian_female,36,8,143,156
as_274.jpg,177,285,asian_female,71,50,152,111
as_275.jpg,289,175,asian_female,116,1,199,87
as_276.jpg,225,225,asian_female,64,39,158,142
as_279.jpg,136,370,asian_female,26,63,109,193
as_285.jpg,180,279,asian_female,32,6,124,121
as_291.jpg,183,275,asian_female,62,19,143,133
as_292.jpg,183,275,asian_female,56,14,139,129
as_297.jpg,259,194,asian_female,29,4,175,155
as_298.jpg,202,249,asian_female,61,1,126,78
as_299.jpg,180,240,asian_female,63,20,108,76
as_309.jpg,279,180,asian_female,73,1,205,141
as_310.jpg,275,183,asian_female,103,10,209,124
as_311.jpg,193,261,asian_female,66,12,128,94
as_312.jpg,186,270,asian_female,33,3,113,115
as_313.jpg,183,275,asian_female,107,31,180,148
as_314.jpg,184,274,asian_female,43,1,155,166
as_316.jpg,225,225,asian_female,34,1,184,204
as_317.jpg,265,190,asian_female,33,6,134,105
as_321.jpg,168,300,asian_female,54,5,149,124
as_323.jpg,262,192,asian_female,81,1,189,123
as_324.jpg,225,225,asian_female,51,1,108,77
as_325.jpg,275,183,asian_female,70,3,150,107
as_326.jpg,241,209,asian_female,117,20,191,93
as_327.jpg,191,264,asian_female,44,16,162,162
as_328.jpg,183,275,asian_female,64,60,137,151
as_329.jpg,194,259,asian_female,36,1,176,180
as_330.jpg,225,225,asian_female,63,17,162,155
as_331.jpg,311,162,asian_female,12,1,140,97
as_332.jpg,369,136,asian_female,252,1,343,107
as_333.jpg,191,264,asian_female,50,3,141,70
as_334.jpg,220,229,asian_female,143,13,186,81
as_335.jpg,183,275,asian_female,48,3,144,127
as_339.jpg,225,225,asian_female,40,1,192,202
as_342.jpg,275,183,asian_female,90,34,170,114
as_346.jpg,225,225,asian_female,127,3,197,112
as_347.jpg,200,200,asian_female,16,1,169,190
as_352.jpg,225,225,asian_female,101,19,153,106
as_356.jpg,195,259,asian_female,40,35,125,144
as_374.jpg,259,194,asian_female,15,3,241,194
as_375.jpg,190,266,asian_female,37,24,113,113
as_377.jpg,305,165,asian_female,83,1,196,130
as_387.jpg,168,299,asian_female,58,98,99,145
as_388.jpg,280,180,asian_female,62,1,183,150
as_389.jpg,183,275,asian_female,46,42,99,112
as_392.jpg,265,190,asian_female,105,1,164,88
as_393.jpg,191,264,asian_female,56,9,142,137
as_396.jpg,183,275,asian_female,52,29,140,146
as_397.jpg,275,183,asian_female,64,1,148,90
as_399.jpg,183,275,asian_female,94,12,144,62
as_401.jpg,230,219,asian_female,20,30,113,124
as_402.jpg,275,183,asian_female,97,1,193,100
as_403.jpg,183,275,asian_female,49,34,132,135
as_406.jpg,229,220,asian_female,53,1,169,152
as_415.jpg,177,285,asian_female,56,13,118,85
as_416.jpg,262,193,asian_female,41,3,120,109
as_417.jpg,275,183,asian_female,68,7,164,114
as_418.jpg,259,194,asian_female,99,1,152,71
as_425.jpg,183,275,asian_female,1,3,110,129
as_429.jpg,300,168,asian_female,86,1,209,132
as_430.jpg,268,188,asian_female,40,17,164,147
as_431.jpg,190,266,asian_female,64,3,105,43
as_432.jpg,289,174,asian_female,104,10,181,115
as_433.jpg,300,168,asian_female,39,1,182,135
as_437.jpg,275,183,asian_female,81,11,185,129
as_444.jpg,183,275,asian_female,64,23,120,95
as_M_002.jpg,225,225,asian_male,62,9,166,177
as_M_003.jpg,230,219,asian_male,19,20,130,141
as_M_004.jpg,226,223,asian_male,81,30,148,101
as_M_005.jpg,310,163,asian_male,67,1,168,110
as_M_006.jpg,225,225,asian_male,79,10,132,68
as_M_007.jpg,225,225,asian_male,44,1,185,177
as_M_009.jpg,218,231,asian_male,58,13,154,141
as_M_010.jpg,191,264,asian_male,63,31,133,111
as_M_011.jpg,183,275,asian_male,32,32,150,168
as_M_012.jpg,310,163,asian_male,151,1,209,69
as_M_013.jpg,259,194,asian_male,103,1,199,92
as_M_014.jpg,292,173,asian_male,28,5,106,89
as_M_015.jpg,265,190,asian_male,128,20,191,91
as_M_016.jpg,225,225,asian_male,55,36,198,220
as_M_017.jpg,225,225,asian_male,71,22,156,181
as_M_018.jpg,265,190,asian_male,118,1,174,102
as_M_019.jpg,230,219,asian_male,35,12,204,219
as_M_020.jpg,225,225,asian_male,43,18,184,150
as_M_022.jpg,183,275,asian_male,55,39,124,126
as_M_023.jpg,210,240,asian_male,25,30,190,240
as_M_024.jpg,200,252,asian_male,47,14,175,186
as_M_025.jpg,183,275,asian_male,72,7,130,73
as_M_026.jpg,217,232,asian_male,48,16,185,109
as_M_027.jpg,189,266,asian_male,65,6,164,133
as_M_029.jpg,275,183,asian_male,88,11,178,115
as_M_030.jpg,169,298,asian_male,7,1,73,97
as_M_031.jpg,183,275,asian_male,28,18,143,203
as_M_032.jpg,259,194,asian_male,26,7,167,177
as_M_033.jpg,275,183,asian_male,67,9,148,78
as_M_035.jpg,275,183,asian_male,135,41,186,103
as_M_036.jpg,206,245,asian_male,50,1,170,184
as_M_037.jpg,277,182,asian_male,82,1,185,137
as_M_038.jpg,275,183,asian_male,144,1,223,107
as_M_039.jpg,183,275,asian_male,1,14,108,165
as_M_040.jpg,202,249,asian_male,45,27,153,163
as_M_042.jpg,276,183,asian_male,118,1,211,131
as_M_043.jpg,300,168,asian_male,198,1,265,82
as_M_044.jpg,202,250,asian_male,65,1,104,55
as_M_045.jpg,184,273,asian_male,23,11,139,163
as_M_046.jpg,225,225,asian_male,22,17,119,152
as_M_047.jpg,225,225,asian_male,54,43,150,192
as_M_048.jpg,300,168,asian_male,144,10,245,163
as_M_050.jpg,275,183,asian_male,81,15,175,131
as_M_052.jpg,179,281,asian_male,52,24,116,98
as_M_053.jpg,276,183,asian_male,102,23,185,115
as_M_054.jpg,265,190,asian_male,105,7,197,112
as_M_055.jpg,194,259,asian_male,63,23,153,150
as_M_056.jpg,236,214,asian_male,73,1,168,135
as_M_058.jpg,275,183,asian_male,97,1,149,65
as_M_059.jpg,225,225,asian_male,64,1,130,81
as_M_060.jpg,180,280,asian_male,25,40,106,122
as_M_061.jpg,183,275,asian_male,32,53,131,159
as_M_062.jpg,225,225,asian_male,47,41,189,225
as_M_063.jpg,197,256,asian_male,56,1,157,144
as_M_064.jpg,213,237,asian_male,8,1,174,223
as_M_065.jpg,275,183,asian_male,3,12,73,86
as_M_067.jpg,182,276,asian_male,78,8,173,121
as_M_068.jpg,275,183,asian_male,109,33,178,142
as_M_069.jpg,306,165,asian_male,126,1,216,90
as_M_071.jpg,275,183,asian_male,85,2,202,155
as_M_072.jpg,318,159,asian_male,114,1,202,128
as_M_073.jpg,225,225,asian_male,51,16,173,190
as_M_074.jpg,275,183,asian_male,95,10,179,130
as_M_075.jpg,197,255,asian_male,62,26,129,84
as_M_077.jpg,188,268,asian_male,40,6,159,157
as_M_079.jpg,183,275,asian_male,40,36,134,157
as_M_080.jpg,172,256,asian_male,49,16,158,156
as_M_081.jpg,302,167,asian_male,116,1,233,115
as_M_082.jpg,194,259,asian_male,67,14,127,62
as_M_083.jpg,179,281,asian_male,27,13,151,201
as_M_084.jpg,186,271,asian_male,38,51,124,164
as_M_085.jpg,300,168,asian_male,60,7,211,142
as_M_086.jpg,183,275,asian_male,71,19,160,149
as_M_088.jpg,275,183,asian_male,115,21,214,133
as_M_090.jpg,259,194,asian_male,84,16,171,128
as_M_091.jpg,177,285,asian_male,70,17,124,94
as_M_093.jpg,275,183,asian_male,97,4,222,158
as_M_094.jpg,201,251,asian_male,31,24,170,224
as_M_095.jpg,183,275,asian_male,36,18,84,111
as_M_098.jpg,233,216,asian_male,55,6,166,139
as_M_099.jpg,318,159,asian_male,104,1,186,118
as_M_100.jpg,265,190,asian_male,44,4,115,117
as_M_101.jpg,300,168,asian_male,99,30,199,155
as_M_103.jpg,187,270,asian_male,23,20,132,174
as_M_104.jpg,223,226,asian_male,67,19,146,137
as_M_106.jpg,194,259,asian_male,50,26,154,191
as_M_107.jpg,275,183,asian_male,105,1,175,104
as_M_108.jpg,225,225,asian_male,84,20,140,101
as_M_110.jpg,225,225,asian_male,37,4,119,89
as_M_111.jpg,177,285,asian_male,74,11,120,80
as_M_112.jpg,284,178,asian_male,10,1,98,107
as_M_114.jpg,197,256,asian_male,74,21,137,83
as_M_115.jpg,189,267,asian_male,40,21,117,125
as_M_116.jpg,225,225,asian_male,39,19,161,160
as_M_118.jpg,225,225,asian_male,103,11,147,80
as_M_120.jpg,259,194,asian_male,76,9,162,109
as_M_121.jpg,168,299,asian_male,33,11,72,55
as_M_122.jpg,194,259,asian_male,38,1,181,214
as_M_123.jpg,183,275,asian_male,25,38,170,244
as_M_124.jpg,197,256,asian_male,50,61,138,172
as_M_126.jpg,310,163,asian_male,118,11,191,78
as_M_127.jpg,225,225,asian_male,80,62,146,136
as_M_128.jpg,183,275,asian_male,53,1,115,79
as_M_129.jpg,194,259,asian_male,69,16,123,77
as_M_130.jpg,225,225,asian_male,84,19,141,74
as_M_132.jpg,183,275,asian_male,21,9,114,129
as_M_134.jpg,284,177,asian_male,107,74,187,169
as_M_135.jpg,172,256,asian_male,56,70,129,156
as_M_136.jpg,183,276,asian_male,59,2,115,87
as_M_137.jpg,169,169,asian_male,45,41,119,130
as_M_138.jpg,183,275,asian_male,11,61,150,202
as_M_141.jpg,195,259,asian_male,90,55,131,111
as_M_142.jpg,247,204,asian_male,130,19,178,72
as_M_143.jpg,300,168,asian_male,122,20,193,84
as_M_144.jpg,183,275,asian_male,54,41,118,116
as_M_145.jpg,275,183,asian_male,76,1,163,105
as_M_146.jpg,225,225,asian_male,73,37,181,162
as_M_147.jpg,202,249,asian_male,43,1,148,143
as_M_149.jpg,275,183,asian_male,90,35,165,109
as_M_150.jpg,183,275,asian_male,17,51,160,216
as_M_153.jpg,294,171,asian_male,138,7,166,52
as_M_154.jpg,275,183,asian_male,49,27,104,111
as_M_155.jpg,194,259,asian_male,70,9,116,50
as_M_156.jpg,173,280,asian_male,39,61,125,159
as_M_157.jpg,207,244,asian_male,67,78,157,168
as_M_158.jpg,217,232,asian_male,52,67,132,154
as_M_159.jpg,188,269,asian_male,51,71,126,157
as_M_160.jpg,200,252,asian_male,74,14,108,42
as_M_161.jpg,275,183,asian_male,31,49,73,102
as_M_162.jpg,275,183,asian_male,123,13,156,64
as_M_165.jpg,275,183,asian_male,141,16,191,57
as_M_167.jpg,264,191,asian_male,129,36,178,91
as_M_168.jpg,275,183,asian_male,165,40,208,95
as_M_169.jpg,240,210,asian_male,84,64,177,157
as_M_171.jpg,225,225,asian_male,59,52,146,119
as_M_172.jpg,268,188,asian_male,149,29,225,106
as_M_173.jpg,205,246,asian_male,75,14,131,59
as_M_174.jpg,183,275,asian_male,62,22,95,58
as_M_175.jpg,194,259,asian_male,63,23,115,68
as_M_177.jpg,225,225,asian_male,56,84,168,179
as_M_178.jpg,275,183,asian_male,91,54,197,150
as_M_179.jpg,225,225,asian_male,55,42,150,141
as_M_180.jpg,183,275,asian_male,47,50,124,127
as_M_182.jpg,177,285,asian_male,86,20,136,76
as_M_184.jpg,185,273,asian_male,63,41,176,175
as_M_185.jpg,225,225,asian_male,31,42,198,194
as_M_186.jpg,183,275,asian_male,53,33,107,87
as_M_187.jpg,183,276,asian_male,59,29,106,88
as_M_188.jpg,197,256,asian_male,59,71,141,200
as_M_191.jpg,204,247,asian_male,25,12,185,179
as_M_192.jpg,200,252,asian_male,32,28,177,178
as_M_193.jpg,259,194,asian_male,45,4,137,105
as_M_194.jpg,183,275,asian_male,5,9,151,204
as_M_195.jpg,187,270,asian_male,65,10,136,92
as_M_198.jpg,259,194,asian_male,2,14,115,146
as_M_199.jpg,300,168,asian_male,138,1,168,19
as_M_200.jpg,250,202,asian_male,95,31,150,101
as_M_201.jpg,236,214,asian_male,9,1,191,202
as_M_203.jpg,183,275,asian_male,22,12,172,187
as_M_205.jpg,262,193,asian_male,54,1,162,126
as_M_206.jpg,259,194,asian_male,78,9,188,129
as_M_207.jpg,193,261,asian_male,62,4,132,97
as_M_208.jpg,208,243,asian_male,59,7,180,147
as_M_209.jpg,197,256,asian_male,65,3,124,82
as_M_211.jpg,181,278,asian_male,71,3,112,52
as_M_212.jpg,179,281,asian_male,55,9,113,74
as_M_213.jpg,217,232,asian_male,29,4,178,182
as_M_214.jpg,201,251,asian_male,7,1,117,136
as_M_215.jpg,279,180,asian_male,156,1,250,133
as_M_216.jpg,300,168,asian_male,230,1,274,61
as_M_218.jpg,309,163,asian_male,13,1,152,159
as_M_219.jpg,264,191,asian_male,112,5,193,106
as_M_220.jpg,248,203,asian_male,106,11,177,103
as_M_222.jpg,275,183,asian_male,129,92,146,109
as_M_223.jpg,201,251,asian_male,97,20,138,64
as_M_224.jpg,183,275,asian_male,20,1,104,118
as_M_225.jpg,224,224,asian_male,17,4,197,202
as_M_226.jpg,197,256,asian_male,42,9,175,205
as_M_227.jpg,259,194,asian_male,88,13,176,126
as_M_230.jpg,225,225,asian_male,97,1,211,122
as_M_231.jpg,198,255,asian_male,85,47,125,101
as_M_233.jpg,187,270,asian_male,32,4,142,146
as_M_234.jpg,225,225,asian_male,69,1,156,109
as_M_236.jpg,183,275,asian_male,63,4,101,53
as_M_238.jpg,183,275,asian_male,8,1,130,154
as_M_239.jpg,275,183,asian_male,154,7,204,68
as_M_241.jpg,196,257,asian_male,51,1,138,95
as_M_242.jpg,225,225,asian_male,29,1,148,111
as_M_244.jpg,193,261,asian_male,50,10,109,71
as_M_245.jpg,259,194,asian_male,118,46,145,83
as_M_246.jpg,183,275,asian_male,76,17,125,79
as_M_247.jpg,194,260,asian_male,82,10,144,86
as_M_248.jpg,183,275,asian_male,51,6,150,122
as_M_250.jpg,275,183,asian_male,154,6,233,105
as_M_251.jpg,183,276,asian_male,74,13,111,56
as_M_253.jpg,225,225,asian_male,39,21,170,186
as_M_254.jpg,244,207,asian_male,98,3,138,48
as_M_255.jpg,186,271,asian_male,65,1,123,67
as_M_256.jpg,197,256,asian_male,40,10,157,152
as_M_258.jpg,275,183,asian_male,72,4,138,75
as_M_259.jpg,275,183,asian_male,108,19,167,83
as_M_260.jpg,201,251,asian_male,77,66,112,98
as_M_262.jpg,155,325,asian_male,45,3,95,59
as_M_263.jpg,182,277,asian_male,34,13,97,94
as_M_264.jpg,204,246,asian_male,51,13,157,156
as_M_267.jpg,183,275,asian_male,41,18,153,167
as_M_269.jpg,183,275,asian_male,71,1,99,48
as_M_270.jpg,189,267,asian_male,28,1,143,136
as_M_271.jpg,191,264,asian_male,53,1,128,100
as_M_272.jpg,239,211,asian_male,71,11,179,153
as_M_273.jpg,201,251,asian_male,35,3,142,133
as_M_274.jpg,275,183,asian_male,84,7,166,98
as_M_277.jpg,275,183,asian_male,158,10,215,81
as_M_278.jpg,275,183,asian_male,80,34,129,89
as_M_279.jpg,177,285,asian_male,59,8,97,66
as_M_280.jpg,237,212,asian_male,71,17,180,169
as_M_281.jpg,239,211,asian_male,167,8,226,86
as_M_283.jpg,183,275,asian_male,43,52,169,236
as_M_284.jpg,194,259,asian_male,49,27,153,167
as_M_285.jpg,197,256,asian_male,76,40,133,117
as_M_287.jpg,183,276,asian_male,51,1,119,91
as_M_289.jpg,300,168,asian_male,66,17,146,119
as_M_290.jpg,275,183,asian_male,122,22,170,76
as_M_291.jpg,183,275,asian_male,76,20,144,95
as_M_292.jpg,194,259,asian_male,41,46,156,151
as_M_293.jpg,263,192,asian_male,183,14,227,67
as_M_294.jpg,282,179,asian_male,44,21,90,93
as_M_295.jpg,188,268,asian_male,48,11,110,74
as_M_297.jpg,279,181,asian_male,151,19,264,167
as_M_301.jpg,275,183,asian_male,66,13,130,85
as_M_302.jpg,265,190,asian_male,109,26,188,112
as_M_303.jpg,189,267,asian_male,25,19,101,101
as_M_304.jpg,192,262,asian_male,30,43,133,160
as_M_305.jpg,195,259,asian_male,58,16,121,84
as_M_306.jpg,183,275,asian_male,14,11,145,165
as_M_308.jpg,191,264,asian_male,45,99,81,147
as_M_309.jpg,183,275,asian_male,95,17,150,90
as_M_310.jpg,225,225,asian_male,7,54,81,161
as_M_313.jpg,275,183,asian_male,104,18,173,86
as_M_316.jpg,275,183,asian_male,88,17,142,68
as_M_317.jpg,201,251,asian_male,57,7,110,69
as_M_319.jpg,259,194,asian_male,81,8,163,79
as_M_322.jpg,225,225,asian_male,58,34,161,157
as_M_323.jpg,296,170,asian_male,217,20,260,68
as_M_325.jpg,194,259,asian_male,109,30,160,105
as_M_326.jpg,252,200,asian_male,166,2,190,29
as_M_327.jpg,183,275,asian_male,46,22,97,77
as_M_329.jpg,275,183,asian_male,74,23,154,99
as_M_330.jpg,225,225,asian_male,60,44,181,169
as_M_332.jpg,178,283,asian_male,35,17,145,139
as_M_333.jpg,172,256,asian_male,65,17,172,113
as_M_334.jpg,260,194,asian_male,45,1,98,57
as_M_335.jpg,201,251,asian_male,78,1,155,74
as_M_338.jpg,242,208,asian_male,81,33,160,114
as_M_340.jpg,172,293,asian_male,46,17,117,95
as_M_341.jpg,256,197,asian_male,17,14,147,139
as_M_342.jpg,185,273,asian_male,83,49,156,125
as_M_343.jpg,199,254,asian_male,29,46,165,203
as_M_344.jpg,259,194,asian_male,57,35,99,88
as_M_345.jpg,197,256,asian_male,94,5,139,72
as_M_346.jpg,155,226,asian_male,34,17,73,59
as_M_347.jpg,225,225,asian_male,82,43,167,140
as_M_348.jpg,203,249,asian_male,77,12,118,59
as_M_349.jpg,193,262,asian_male,37,23,172,160
as_M_350.jpg,183,275,asian_male,44,8,120,92
as_M_351.jpg,183,276,asian_male,68,13,120,81
as_M_356.jpg,198,255,asian_male,82,7,153,92
as_M_359.jpg,275,183,asian_male,67,45,147,130
as_M_360.jpg,225,225,asian_male,68,68,174,209
as_M_362.jpg,224,225,asian_male,68,22,166,157
as_M_363.jpg,177,285,asian_male,71,4,133,68
as_M_367.jpg,262,193,asian_male,26,41,85,118
as_M_369.jpg,183,276,asian_male,85,1,145,66
as_M_370.jpg,225,225,asian_male,100,5,154,75
as_M_371.jpg,225,225,asian_male,46,16,172,173
as_M_372.jpg,265,190,asian_male,113,5,204,117
as_M_373.jpg,197,255,asian_male,33,9,86,71
as_M_374.jpg,275,183,asian_male,123,1,159,39
as_M_376.jpg,265,190,asian_male,59,15,101,75
as_M_378.jpg,309,163,asian_male,46,4,98,64
as_M_379.jpg,194,259,asian_male,95,8,135,75
as_M_380.jpg,172,294,asian_male,36,1,108,72
as_M_381.jpg,260,194,asian_male,90,15,149,76
as_M_382.jpg,183,275,asian_male,75,19,126,83
as_M_384.jpg,194,259,asian_male,60,24,98,69
as_M_386.jpg,225,225,asian_male,19,6,194,215
as_M_387.jpg,238,211,asian_male,79,13,156,82
as_M_388.jpg,198,255,asian_male,112,19,168,87
as_M_390.jpg,261,193,asian_male,45,4,116,75
as_M_391.jpg,263,192,asian_male,40,3,75,48
as_M_393.jpg,300,168,asian_male,213,23,285,118
as_M_394.jpg,183,275,asian_male,43,39,115,133
as_M_395.jpg,179,281,asian_male,63,14,99,60
as_M_396.jpg,246,205,asian_male,65,6,115,69
as_M_397.jpg,183,276,asian_male,44,25,107,98
as_M_398.jpg,183,276,asian_male,67,2,145,86
as_M_399.jpg,225,225,asian_male,33,1,176,156
as_M_402.jpg,183,275,asian_male,69,8,126,70
as_M_403.jpg,259,194,asian_male,47,17,143,149
as_M_404.jpg,156,323,asian_male,44,9,108,87
as_M_405.jpg,184,275,asian_male,88,30,144,86
as_M_406.jpg,225,225,asian_male,106,25,163,88
black_F_001.jpg,252,200,black_female,72,10,196,145
black_F_003.jpg,259,194,black_female,39,1,198,140
black_F_004.jpg,201,250,black_female,22,2,165,141
black_F_005.jpg,205,246,black_female,72,3,137,72
black_F_007.jpg,183,275,black_female,51,4,134,105
black_F_009.jpg,300,168,black_female,66,1,291,152
black_F_010.jpg,194,260,black_female,36,18,158,161
black_F_011.jpg,275,183,black_female,107,1,209,107
black_F_012.jpg,276,182,black_female,67,1,198,140
black_F_013.jpg,183,275,black_female,35,36,163,171
black_F_014.jpg,300,168,black_female,75,1,235,142
